Id,Brand,Model,Price,Selling_platform,Rating,Refresh_rate,Screen_size,Ram,Storage,Processor,Camera_setup,imgURL
109,Vivo,iPhone Pro 11,1629.14,Walmart,3.5,120,5.7,16,512,Helio G99,48MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
110,Motorola,iPhone SE 14,177.3,AliExpress,3.1,165,6.3,8,64,Helio G99,50MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/h/z/11-prime-mzb0cerin-redmi-original-imagzqvrgdz98jch.jpeg?q=70
111,Nokia,Narzo SE 15,800.5,Official Store,3.9,120,6.0,4,512,Dimensity 920,48MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/u/n/-original-imagzjhwtfthcmzz.jpeg?q=70
112,Xiaomi,Reno Edge 17,393.91,Amazon,4.0,120,5.3,16,128,Dimensity 1080,108MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/m/3/11-prime-mzb0ceoin-redmi-original-imagzqvrz4mvf6tx.jpeg?q=70
113,Nokia,V Series Turbo 23,244.95,Walmart,3.7,144,6.6,12,128,Helio G99,108MP + 12MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/v/0/c51-mzb0dxkin-poco-original-imagzdpycgrcdc8z.jpeg?q=70
114,OnePlus,V Series Plus 17,208.38,Best Buy,4.8,120,7.5,16,128,Snapdragon 8+ Gen 1,48MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/o/z/-original-imagmmmhjsjru7c2.jpeg?q=70
115,Motorola,Galaxy S Max 11,973.02,Amazon,4.0,60,7.4,12,256,Helio G99,50MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/n/m/-original-imagna3rjqn8vqxb.jpeg?q=70
116,OnePlus,Mate Edge 12,757.37,Best Buy,3.3,60,6.5,6,256,Dimensity 9000,48MP + 12MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/r/a/-original-imagna3qqyay2gaf.jpeg?q=70
117,Realme,Pixel Max 25,1366.6,AliExpress,3.8,144,7.0,4,256,Dimensity 920,48MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/c/u/-original-imagnanh2yvpc4zx.jpeg?q=70
118,Nokia,Galaxy S Max 22,1669.78,Official Store,4.9,144,7.4,4,1024,Dimensity 920,64MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/l/x/-original-imaghmtcmxwgypsk.jpeg?q=70
119,Realme,Pixel Plus 17,235.83,Reliance Digital,3.7,90,6.4,6,128,Dimensity 920,64MP + 12MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
120,Motorola,Narzo Plus 12,1241.63,Reliance Digital,3.1,120,5.5,8,512,Helio G99,12MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/h/f/g13-pawv0028in-motorola-original-imagz4rbawxkbyjg.jpeg?q=70
121,Vivo,Xperia Pro 18,1370.53,Best Buy,4.7,144,5.5,8,1024,Helio G99,64MP + 12MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/a/x/-original-imaghmtch6qfmfxg.jpeg?q=70
122,Realme,Reno Max 19,808.01,AliExpress,4.9,90,5.7,12,256,Dimensity 920,48MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
123,Vivo,V Series Turbo 10,638.44,Best Buy,3.1,120,5.1,12,64,Helio G99,200MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
124,Huawei,Moto G Ultra 25,1507.33,Official Store,3.8,144,7.2,16,128,Helio G99,50MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
125,Huawei,Xperia Pro 25,310.32,Reliance Digital,3.4,90,5.3,12,512,Helio G99,48MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
126,Samsung,P Series Turbo 17,1875.91,Reliance Digital,4.2,120,6.8,16,1024,Exynos 2200,108MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
127,OnePlus,V Series SE 13,511.75,eBay,4.2,165,6.8,4,256,Snapdragon 8+ Gen 1,64MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
128,OnePlus,Reno Max 14,1826.2,Walmart,3.5,144,5.6,12,256,Snapdragon 8+ Gen 1,200MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/o/v/-original-imagp27avqpgejaf.jpeg?q=70
129,Samsung,Pixel 5G 14,1710.58,Flipkart,4.0,120,5.2,8,64,Exynos 2200,200MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
130,Xiaomi,Narzo Max 15,1787.41,Official Store,4.5,120,7.2,6,256,Dimensity 1080,200MP + 12MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
131,Sony,Xperia Lite 12,717.74,Best Buy,4.7,144,5.5,4,128,Helio G99,64MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/u/n/-original-imagzjhwtfthcmzz.jpeg?q=70
132,Nokia,Redmi Note Lite 24,1674.28,eBay,4.4,90,6.9,8,256,Dimensity 920,64MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
133,Samsung,Pixel SE 17,426.5,AliExpress,3.5,120,6.8,16,128,Exynos 2200,200MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
134,Apple,Mate Ultra 18,532.12,Reliance Digital,4.8,120,5.7,16,128,A15 Bionic,200MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/h/z/11-prime-mzb0cerin-redmi-original-imagzqvrgdz98jch.jpeg?q=70
135,Xiaomi,Nord 5G 16,1521.57,Walmart,3.3,120,6.2,4,64,Dimensity 1080,50MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/u/n/-original-imagzjhwtfthcmzz.jpeg?q=70
136,Nokia,iPhone Max 15,345.48,Best Buy,3.7,120,6.5,8,512,Helio G99,50MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/m/3/11-prime-mzb0ceoin-redmi-original-imagzqvrz4mvf6tx.jpeg?q=70
137,Huawei,V Series 5G 14,389.71,Official Store,3.9,90,6.4,6,64,Dimensity 920,50MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/v/0/c51-mzb0dxkin-poco-original-imagzdpycgrcdc8z.jpeg?q=70
138,Samsung,Narzo Turbo 25,1209.77,Best Buy,3.7,60,6.1,8,64,Snapdragon 8 Gen 2,64MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/o/z/-original-imagmmmhjsjru7c2.jpeg?q=70
139,Samsung,Pixel Lite 12,1983.75,Amazon,4.1,144,6.6,8,128,Exynos 2200,108MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/n/m/-original-imagna3rjqn8vqxb.jpeg?q=70
140,Realme,Redmi Note Turbo 19,211.38,Reliance Digital,3.2,144,7.4,6,256,Helio G99,50MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/r/a/-original-imagna3qqyay2gaf.jpeg?q=70
141,Xiaomi,Reno Ultra 10,1667.89,Best Buy,3.9,90,7.5,6,1024,Snapdragon 7 Gen 1,200MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/c/u/-original-imagnanh2yvpc4zx.jpeg?q=70
142,Huawei,Nord Pro 16,1463.59,Flipkart,3.3,144,5.8,16,64,Helio G99,64MP + 12MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/l/x/-original-imaghmtcmxwgypsk.jpeg?q=70
143,OnePlus,Redmi Note Turbo 23,585.12,Flipkart,4.4,165,5.4,16,1024,Dimensity 9000,48MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
144,Motorola,V Series Max 11,1589.14,eBay,3.1,144,7.4,4,1024,Helio G99,108MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/h/f/g13-pawv0028in-motorola-original-imagz4rbawxkbyjg.jpeg?q=70
145,Realme,Reno Mini 13,639.01,Walmart,3.8,60,5.9,8,64,Dimensity 920,50MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/a/x/-original-imaghmtch6qfmfxg.jpeg?q=70
146,Realme,iPhone Lite 22,1473.58,Best Buy,4.4,165,7.0,4,1024,Helio G99,64MP + 12MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
147,Xiaomi,Xperia Lite 16,1310.35,Walmart,3.8,165,7.0,12,1024,Snapdragon 7 Gen 1,12MP + 12MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
148,Realme,iPhone Turbo 21,1797.97,AliExpress,4.6,60,5.4,6,1024,Helio G99,64MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
149,Oppo,iPhone SE 25,1985.54,Reliance Digital,4.4,60,7.0,12,256,Helio G99,64MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
150,Huawei,Mate Max 20,1731.03,Walmart,3.5,120,7.4,6,1024,Helio G99,64MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
151,Apple,Redmi Note Max 19,249.07,eBay,4.4,165,6.3,8,64,A15 Bionic,200MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/o/v/-original-imagp27avqpgejaf.jpeg?q=70
152,Oppo,Nord Ultra 23,1476.59,Flipkart,3.7,60,5.0,8,1024,Helio G99,48MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
153,Realme,Nord Pro 25,1337.34,Official Store,4.1,60,7.0,16,1024,Helio G99,48MP + 12MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
154,Google,Galaxy S Mini 19,518.6,Walmart,4.7,120,6.3,4,1024,Tensor G2,108MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/h/z/11-prime-mzb0cerin-redmi-original-imagzqvrgdz98jch.jpeg?q=70
155,Apple,Nord Max 19,1121.85,eBay,4.5,165,6.0,4,128,A16 Bionic,200MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
156,Realme,Nord SE 24,1527.62,AliExpress,4.3,60,7.3,16,128,Helio G99,50MP + 12MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/u/n/-original-imagzjhwtfthcmzz.jpeg?q=70
157,Sony,Mate Edge 18,1834.74,Best Buy,3.2,120,7.4,8,512,Dimensity 920,200MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
158,Huawei,iPhone Edge 24,1779.08,Official Store,4.4,120,5.6,12,1024,Helio G99,12MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
159,Motorola,iPhone Ultra 22,262.12,Official Store,3.6,90,7.3,6,1024,Dimensity 920,64MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/v/0/c51-mzb0dxkin-poco-original-imagzdpycgrcdc8z.jpeg?q=70
160,Xiaomi,P Series Ultra 15,1869.95,Walmart,3.2,165,6.1,6,256,Dimensity 1080,64MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/o/z/-original-imagmmmhjsjru7c2.jpeg?q=70
161,Apple,V Series SE 16,906.87,AliExpress,3.6,60,5.5,16,256,A15 Bionic,200MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/n/m/-original-imagna3rjqn8vqxb.jpeg?q=70
162,Vivo,Reno Max 21,471.71,Flipkart,4.9,165,7.2,16,128,Dimensity 920,64MP + 12MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/r/a/-original-imagna3qqyay2gaf.jpeg?q=70
163,Oppo,Mate Ultra 25,964.0,AliExpress,3.7,165,7.2,16,512,Dimensity 920,64MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/c/u/-original-imagnanh2yvpc4zx.jpeg?q=70
164,Apple,Galaxy S Ultra 11,710.19,Walmart,3.5,90,6.6,16,1024,A16 Bionic,64MP + 12MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/l/x/-original-imaghmtcmxwgypsk.jpeg?q=70
165,Nokia,Moto G 5G 17,582.86,Flipkart,4.5,120,5.8,8,128,Dimensity 920,48MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/m/3/11-prime-mzb0ceoin-redmi-original-imagzqvrz4mvf6tx.jpeg?q=70
166,Oppo,Xperia Lite 15,1079.84,Flipkart,4.0,165,7.4,4,256,Dimensity 920,12MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
167,Apple,V Series 5G 12,1751.29,Walmart,4.3,120,5.1,8,128,A15 Bionic,50MP + 12MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/h/f/g13-pawv0028in-motorola-original-imagz4rbawxkbyjg.jpeg?q=70
168,Realme,Redmi Note SE 11,905.83,Flipkart,3.3,90,7.0,8,128,Dimensity 920,200MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/0/3/4/-original-imagz3cuyhmc45pc.jpeg?q=70
169,OnePlus,Redmi Note Plus 21,1996.83,Walmart,3.9,165,5.8,6,128,Dimensity 9000,50MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/a/x/-original-imaghmtch6qfmfxg.jpeg?q=70
170,Oppo,iPhone Turbo 13,1387.59,Best Buy,3.1,60,6.2,16,512,Helio G99,200MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
171,Motorola,Moto G 5G 18,1779.24,eBay,3.6,165,7.2,8,128,Dimensity 920,48MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
172,Sony,iPhone Edge 23,722.16,Walmart,3.7,60,6.4,8,256,Helio G99,64MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
173,Realme,Galaxy S Turbo 15,1413.31,eBay,4.2,165,5.8,12,256,Dimensity 920,12MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
174,Xiaomi,Redmi Note Mini 25,848.09,Official Store,3.3,60,7.4,12,256,Snapdragon 7 Gen 1,200MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
175,Huawei,Xperia Pro 24,1628.15,Official Store,3.1,144,6.7,4,1024,Helio G99,48MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
176,Google,P Series Turbo 13,1548.42,AliExpress,4.3,120,6.2,16,128,Tensor G2,50MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/o/v/-original-imagp27avqpgejaf.jpeg?q=70
177,Google,Galaxy S SE 16,1615.1,Reliance Digital,5.0,90,7.3,16,64,Tensor G2,64MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
178,OnePlus,iPhone Turbo 17,1841.88,Walmart,3.6,90,7.1,16,128,Snapdragon 8+ Gen 1,12MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
179,Motorola,Xperia Pro 18,212.23,Flipkart,4.2,144,7.1,16,1024,Dimensity 920,64MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/u/n/-original-imagzjhwtfthcmzz.jpeg?q=70
180,Xiaomi,Reno 5G 17,1791.43,Walmart,3.9,120,7.1,8,256,Snapdragon 7 Gen 1,108MP + 12MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
181,Apple,Narzo Mini 15,320.06,Official Store,4.9,60,5.5,12,512,A16 Bionic,50MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
182,Samsung,Nord SE 15,1064.69,AliExpress,3.3,165,7.1,8,128,Exynos 2200,200MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/h/z/11-prime-mzb0cerin-redmi-original-imagzqvrgdz98jch.jpeg?q=70
183,Nokia,iPhone Mini 22,566.39,Official Store,4.1,165,6.3,4,128,Dimensity 920,50MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/u/n/-original-imagzjhwtfthcmzz.jpeg?q=70
184,Realme,Nord Turbo 15,394.98,Reliance Digital,3.9,120,6.7,12,512,Dimensity 920,200MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/m/3/11-prime-mzb0ceoin-redmi-original-imagzqvrz4mvf6tx.jpeg?q=70
185,Sony,Pixel Ultra 22,743.86,Reliance Digital,4.8,120,7.4,4,1024,Helio G99,48MP + 12MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/v/0/c51-mzb0dxkin-poco-original-imagzdpycgrcdc8z.jpeg?q=70
186,Huawei,Redmi Note Lite 21,478.4,Official Store,4.4,60,6.2,6,512,Helio G99,50MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/o/z/-original-imagmmmhjsjru7c2.jpeg?q=70
187,Samsung,Reno Lite 10,1114.83,Flipkart,3.3,165,5.6,8,256,Exynos 2200,108MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/n/m/-original-imagna3rjqn8vqxb.jpeg?q=70
188,Google,Nord Turbo 17,219.81,eBay,4.5,90,7.4,6,256,Tensor G2,50MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/r/a/-original-imagna3qqyay2gaf.jpeg?q=70
189,Apple,P Series SE 11,1556.26,Reliance Digital,4.4,120,5.0,6,1024,A15 Bionic,108MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/c/u/-original-imagnanh2yvpc4zx.jpeg?q=70
190,Sony,Xperia Mini 17,859.12,Best Buy,4.0,144,5.1,6,64,Helio G99,200MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/l/x/-original-imaghmtcmxwgypsk.jpeg?q=70
191,OnePlus,Galaxy S 5G 15,966.88,Official Store,4.8,165,6.0,12,64,Dimensity 9000,108MP + 12MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
192,Vivo,P Series Plus 10,1432.15,eBay,4.4,60,6.5,6,64,Helio G99,108MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/h/f/g13-pawv0028in-motorola-original-imagz4rbawxkbyjg.jpeg?q=70
193,OnePlus,Redmi Note Max 14,555.27,Best Buy,3.2,165,6.8,4,512,Dimensity 9000,108MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/a/x/-original-imaghmtch6qfmfxg.jpeg?q=70
194,Apple,Mate Max 18,151.93,eBay,3.3,144,6.9,4,1024,A16 Bionic,12MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
195,Vivo,Moto G Plus 11,843.73,Flipkart,3.3,60,7.2,4,256,Helio G99,50MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
196,Realme,Mate 5G 10,946.6,AliExpress,4.0,120,6.0,4,128,Dimensity 920,108MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
197,Xiaomi,iPhone Pro 14,1908.01,Best Buy,3.6,90,6.5,4,512,Snapdragon 7 Gen 1,64MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
198,Motorola,Narzo Edge 16,455.93,Walmart,4.9,60,6.2,4,256,Dimensity 920,50MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
199,Oppo,Mate Turbo 10,849.31,eBay,4.2,165,6.7,16,1024,Dimensity 920,50MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/o/v/-original-imagp27avqpgejaf.jpeg?q=70
200,Motorola,Reno SE 23,1130.38,Official Store,4.2,60,6.0,8,256,Helio G99,108MP + 12MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
201,Vivo,Nord Plus 19,1590.65,Amazon,5.0,60,6.4,6,1024,Helio G99,48MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
202,Nokia,Pixel Plus 23,688.72,eBay,4.3,60,6.2,16,64,Dimensity 920,50MP + 12MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/h/z/11-prime-mzb0cerin-redmi-original-imagzqvrgdz98jch.jpeg?q=70
203,Nokia,Pixel Edge 22,1806.71,AliExpress,4.5,120,5.2,16,64,Helio G99,200MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
204,Google,Mate Ultra 16,673.28,Walmart,5.0,60,7.2,4,256,Tensor G1,50MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/u/n/-original-imagzjhwtfthcmzz.jpeg?q=70
205,Oppo,iPhone Ultra 21,1333.25,Official Store,4.4,60,6.3,12,64,Dimensity 920,108MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
206,Samsung,Moto G Ultra 25,763.76,Amazon,3.6,90,5.7,8,1024,Exynos 2200,64MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
207,Motorola,Pixel Turbo 11,298.99,Best Buy,4.4,144,6.4,6,1024,Dimensity 920,200MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/v/0/c51-mzb0dxkin-poco-original-imagzdpycgrcdc8z.jpeg?q=70
208,Google,Xperia Pro 11,1785.19,Official Store,4.4,120,6.1,16,1024,Tensor G1,50MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/o/z/-original-imagmmmhjsjru7c2.jpeg?q=70
209,Sony,Galaxy S Plus 17,1235.11,Amazon,4.0,165,5.8,4,1024,Dimensity 920,12MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/n/m/-original-imagna3rjqn8vqxb.jpeg?q=70
210,Sony,Narzo Ultra 24,243.52,AliExpress,3.1,60,6.3,16,256,Dimensity 920,50MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/r/a/-original-imagna3qqyay2gaf.jpeg?q=70
211,Samsung,Reno Plus 22,1044.28,Flipkart,3.2,165,5.3,8,256,Snapdragon 8 Gen 2,64MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/c/u/-original-imagnanh2yvpc4zx.jpeg?q=70
212,Sony,Xperia Pro 16,979.45,Reliance Digital,3.4,144,7.1,16,128,Helio G99,48MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/l/x/-original-imaghmtcmxwgypsk.jpeg?q=70
213,Huawei,Nord Ultra 12,1380.71,Official Store,3.1,144,5.8,6,64,Helio G99,64MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/m/3/11-prime-mzb0ceoin-redmi-original-imagzqvrz4mvf6tx.jpeg?q=70
214,Oppo,Redmi Note Edge 13,374.51,Walmart,3.8,120,5.8,4,512,Dimensity 920,12MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
215,Oppo,P Series Pro 17,1494.81,Amazon,3.0,60,5.3,6,1024,Helio G99,12MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/h/f/g13-pawv0028in-motorola-original-imagz4rbawxkbyjg.jpeg?q=70
216,Nokia,V Series Lite 12,1884.59,Official Store,3.3,165,6.7,4,128,Dimensity 920,64MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/0/3/4/-original-imagz3cuyhmc45pc.jpeg?q=70
